Term ID,English term,Description,Sanskrit term in IAST,Sanskrit term,,,Section
ITA-2.6.35,Superior-inferior division,An arbitrary division of the body into superior (cranial) and inferior (caudal) parts for descriptive purposes.,uttarādhara-vibhāgah,उत्तराधरविभागः,,,"Unknown"
ITA-2.6.36,Anterior-posterior division,An arbitrary division of the body into anterior (ventral) and posterior (dorsal) parts for descriptive purposes.,pūrvapaścima-vibhāgah,पूर्वपश्चिमविभागः,,,"Unknown"
ITA-2.6.37,Bowel habit,"Depending on the predominant dosha, the bowel habit of an individual can be classified physiologically as normal bowel, soft bowel or costive bowel. The term koshta also denotes abdomen.",koṣṭhaḥ,कोष्ठः,,,"Unknown"
ITA-2.6.38,Normal bowel habit,"A physiological type of bowel habit due to the dominance of either kapha, or all three dosha being in functional balance. The individual with this type of bowel habit passes stools which are neither soft nor costive.",madhyama-kosthah,मध्यमकोष्ठः,,,"Unknown"
ITA-2.6.39,Soft bowel habit,A physiological type of bowel habit due to the dominance of pitta. The individual with this type of bowel habit passes soft bowel motions without straining.,mrdukosthah,मृदुकोष्ठः,,,"Unknown"
ITA-2.6.40,Costive bowel habit,A physiological type of bowel habit due to the dominance of vata.. The individual with this type of bowel habit either has hard bowel motions or needs to strain at stool.,krūra-kosthaḥ,क्रूरकोष्ठः,,,"Unknown"
ITA-2.7.1,Urges,The natural urges are considered to be of two types: suppressible and non-suppressible,vegah,वेगः,,,"Unknown"
ITA-2.7.2,Suppressible urges,"Emotions or thoughts which need to be expressed carefully or even suppressed or discouraged owing to the undersirable consequences of their expression, e.g. the urge to engage in adventures, extreme activities of the psyche (greed, grief, fear, anger, egoism, shamelessness/impudence, jealousy, excessive affliction and desire to acquire someone else's wealth); speech (harsh words, excessive talking, gossip intended to harm others or backbiting, lying and untimely discourse) and body (physical actions intended to trouble others, excessive indulgence in sex, stealing and forms of violence including persecution).",dhāraṇīya-vegah,धारणीयवेगः,,,"Unknown"
ITA-2.7.3,Non-suppressible urges,"The natural urges of the body which should not be curbed or inhibited, i.e. passage of urine, stools, semen, vomiting, sneezing, burping, yawning, hunger, thirst, tears, sleep and breath. Their inhibition results in a multitude of disorders.",adhāraṇīya-vegah,अधारणीयवेगः,,,"Unknown"
ITA-2.8.1,An individual's inherent nature,"An individual's inherent nature is the discrete phenotype of an individual based on physical, psychological, physiological and behavioural traits, independently of social, ethnic and geographical variables.",prakṛtiḥ,प्रकृतिः,,,"Unknown"
,,"It represents a person's baseline state of optimal functioning of both body and mind. The predominant expression of an individual's inherent nature in bodily functions is known as body constitution with a predominance of dosha (doshaprakrti) and its expression in the domains of mental and physical personality is called kaya/manasaprakriti. However, for all practical purposes the doshaprakriti and kaya of an individual need to be interpreted in consideration with the following entities: ethnicity (jaati), familial inheritance, genetics (kula), the influence of a specific geographical region and climate (desha), as well as the ageing process (kala).",,,,,"Unknown"
ITA-2.8.2,Body constitution with a predominance of dosha,Body constitution with a predominance of dosha (doshaprakriti) is a result of the baseline state of the doshas of sperm (shukra) and ovum (shonita) at the time of conception. Doshaprakriti is unique to each individual. It is immutable and does not change during a lifespan.,dosaprakrti,दोषप्रकृति,,,"Unknown"
ITA-2.8.3,Body constitution with a predominance of vata,"The characters of a vata-predominant person are greatly influenced by its qualities: dryness, lightness, perpetually moving, expanding, proliferating, quick, cold, roughness and fragility. Accordingly, the person will have inherent characteristics such as thinness, light weight and build, with prominent tendons and veins; unstable/highly flexible joints; rough hair, nails, teeth, face, hands and legs; fragile (easily breaking/cracking/splitting) body structures (skin/bones/hair/ lips/heels); hypersensitivity to cold (shivering/stiffness), intolerance of cold; with an unclear, unpleasant, feeble, stammering, broken and hoarse voice; an unsteady gaze, always restless body parts (eyebrows, jaws, lips, tongue, head, shoulder and legs); a cracking sound from joints on movement; sleeps less, and is easily awakened or stays awake; talkative; quick to act (fast gait, eating, speech); has swift and often hasty initiation of actions; is easily agitated, intolerant, subordinated or frightened; is quick to comprehend but less memory; and rapidly becomes fond as well as disenchanted.",vātaprakṛtiḥ,वातप्रकृतिः,,,"Unknown"
ITA-2.8.4,Body constitution with a predominance of pitta,"The characters of a pitta predominant person are greatly influenced by its qualities: hotness, sharpness, fluidity, pungency, sourness and its characteristic fleshy smell. Accordingly, the person will have inherent characteristics such as a soft and supple body, presence of moles, reddish tinge to facial skin; with pimples, freckles and marks; soft and brown hair on the face, head and other parts of the body; with lax muscles and flexible joints; intolerance of heat; strong digestive power; excessive hunger and thirst; a higher intake of food and drinks in quantity and frequency; sweat profusely; greater than normal formation and passing of stool and urine; a foul-smelling body odour especially at the axilla, scalp, mouth and head; with less semen and sexual desire; show the early appearance of wrinkles, premature greying and baldness; and with a tendency for frequent ulceration of the mouth.",pittaprakṛtiḥ,पित्तप्रकृतिः,,,"Unknown"
ITA-2.8.5,Body constitution with a predominance of kapha,"The characters of a kapha predominant person are greatly influenced by its qualities: oiliness, smoothness, softness, density, firmness, heaviness, cold, slowness, stability, viscousness and clarity. Accordingly, the person will have inherent characteristics such as being well built and well formed, with a firm, compact, heavy, steady and pleasant body; with compact joints, and an oily, smooth and soft skin without moles, freckles or dryness; a stable gait; with less hunger and thirst; slow eating habits; an increased amount of semen and sexual desire; slow in action and speech; soft voiced; reduced sweating; with slow and often delayed initiation of action; a cheerful and pleasant appearance, with a calm and easy-going attitude.",kaphaprakṛtiḥ,कफप्रकृतिः,,,"Unknown"
ITA-2.8.6,Body constitution with a predominance of vata and pitta,A body constitution with predominantly mixed features of vata and pitta.,vātapittaprakrtih,वातपित्तप्रकृतिः,,,"Unknown"
ITA-2.8.7,Body constitution with a predominance of pitta and kapha,A body constitution with predominantly mixed features of pitta and kapha.,pittakaphaprakṛtiḥ,पित्तकफप्रकृतिः,,,"Unknown"
ITA-2.8.8,Body constitution with a predominance of kapha and vāta,A body constitution with predominantly mixed features of kapha and vata.,kaphavātaprakṛtiḥ,कफवातप्रकृतिः,,,"Unknown"
ITA-2.8.9,Body constitution in terms of the three dosha,,tridosajaprakrtih,त्रिदोषजप्रकृतिः,,,"Unknown"
ITA-2.8.10,Specific mental and physical personality type,A mental and physical personality type characterized by specific qualities.,"kāyaḥ, mānasaprakrti","कायः, मानसप्रकृति",,,"Unknown"
,,"The basic tendencies of the mind, intellect and behaviour are a result of the dominance of the three primordial psychophysical attributes of nature: tranquillity, harmony (satva), agitation, activity (rajas) and inertia (tamas). Although difficult, it is possible that the specific mental and physical personality type may be influenced and refined by education and the inculcation of spiritual values.",,,,,"Unknown"
ITA-2.8.11,"Person with tranquil, harmonious temperament","The mental and physical characteristics of the person with a tranquil, harmonious temperament are purity, bravery and tolerance.",sattvakāyaḥ,सत्त्वकायः,,,"Unknown"
ITA-2.8.12,"Person with pure, truthful temperament","The characteristics of the person with a pure, truthful temperament are purity, devoutness, knowledge seeking, respectful of elders, a good host and an ardent performer of rituals.",brahmakāyaḥ,ब्रह्मकायः,,,"Unknown"
ITA-2.8.13,"Person with prosperous, leading temperament","The characteristics of the person with prosperous, leading temperament are greatness, bravery, commanding habits, a follower of religious teachings and someone who looks after dependent people.",mahendrakāyaḥ,माहेन्द्रकायः,,,"Unknown"
ITA-2.8.14,"Person with brave, patient temperament","The characteristics of the person with a brave, patient temperament is a liking for the cold, tolerance, reddish-brown hair and pleasant discourse.",vāruņakāyah,वारुणकायः,,,"Unknown"
ITA-2.8.15,"Person with wealthy, luxurious temperament","The characteristics of the person with a wealthy, luxurious temperament are impartiality, tolerance, ability to make money and amass wealth, and high fertility.",kauberakāyah,कौबेरकायः,,,"Unknown"
ITA-2.8.16,"Person with artistic, celebrating temperament","The characteristics of the person with an artistic, celebrating temperament are a liking for pleasant smells, a liking for garlands, a passion for dancing and music and a fondness of roaming.",gandharvakāyah,गन्धर्वकायः,,,"Unknown"
ITA-2.8.17,"Person with judicious, prompt temperament","The characteristics of person with a judicious, prompt temperament are doing the right things with tireless energy, fearlessness, a good and retentive memory, freedom from attachments and infatuations, and a lack of vanity and jealousy.",yāmyakāyaḥ,याम्यकायः,,,"Unknown"
