Term ID,English term,Description,Sanskrit term in IAST,Sanskrit term,,
ITA-2.5.17,Channel carrying structural components of reproduction,The pathway for structural components of reproduction. Entities related to this channel are the testicles and penis.,śukravahasrotah,शुक्रवहस्रोतः,,
ITA-2.5.18,Female reproductive system,All channels which are physiologically important in the regulation of the menstrual cycle.,ārtavavaha-srotah,आर्तववहस्रोतः,,
ITA-2.5.19,Urinary tract,The pathway for urine. Entities related to this channel are the bladder and groin.,mūtravahasrotah,मूत्रवहस्रोतः,,
ITA-2.5.20,Channel in which faeces is formed and excreted,The pathway for faeces. Entities related to this channel are the large intestines and rectum.,purīṣavahasrotah,पुरीषवहस्रोतः,,
ITA-2.6.1,"Digestive, metabolic factors",The collective term for the various factors governing digestion and metabolism or food transformation which are basic element fire -predominant.,agnih,अग्निः,,
ITA-2.6.2,Metabolic factors of the body,Factors responsible for digestion and metabolism or food transformation.,kāyāgnih,कायाग्निः,,
ITA-2.6.3,Metabolic factors located in the digestive tract,Transformative factors in the gastrointestinal tract.,jāṭharāgnih,जाठराग्निः,,
ITA-2.6.4,Digestion at gastrointestinal tract level,,avasthāpākah,अवस्थापाक,,
ITA-2.6.5,"Transformation at the level of absorption, assimilation",,nisthāpākaḥ,निष्ठापाकः,,
ITA-2.6.6,Metabolic factors located in structural components,"Transformative factors at structural component level which governs the transformation of one fundamental structural component into another: i.e. primary circulating nutrient metabolic factors, blood metabolic factors, muscle metabolic factors, fat metabolic factors, bone metabolic factors, bone-marrow metabolic factors, semen and reproductive tissue metabolic factors.","dhātvagnih [rasāgni, raktāgni, māmsāgni, medo-agni, asthyagni, majjādhātvagniḥ, śukradhātvagniḥ]","धात्वग्नि (रसाग्निः, रक्ताग्निः, मांसाग्निः, मेदो अग्निः, अस्थ्यग्निः, मज्जाधात्वग्निः, शुक्रधात्वग्निः)",,
ITA-2.6.7,Transforming factors acting at the level of the basic elements,"Transformative factors at the level of the five basic elements. It acts at two levels: 1. together with digestive fire during digestion; and 2. together with metabolic factors located in structural components during fundamental structural component level metabolism. There are five types: transforming factors of earth element, water element, fire element, air element and space element.",bhūtāgnih,भूताग्निः,,
ITA-2.6.8,"Normal state of digestive, metabolic factors",A state in which the action of a transformative factor is normal due to all three dosha being in functional balance.,samāgnih,समाग्निः,,
ITA-2.6.9,"Intense state of digestive, metabolic factors",A state in which the action of a transformative factor is considerably intensified due to the dominant influence of pitta.,tīksnāgnih,तीक्ष्णाग्निः,,
ITA-2.6.10,"Irregular state of digestive, metabolic factors","A state in which the action of a transformative factor is rendered erratic (either excessive, diminished or fluctuating) due to the dominant influence of vata.",viṣamāgnih,विषमाग्निः,,
ITA-2.6.11,"Depressed or weak state of digestive, metabolic factors",A state in which the action of a transformative factor is weak or depressed due to the dominant influence of kapha.,mandāgnih,मन्दाग्निः,,
ITA-2.6.12,Metabolic factors located in primary circulating nutrient fluid,The transformative factor which converts digested food to primary circulating nutrient fluid.,rasadhātvagniḥ,रसधात्वग्निः,,
ITA-2.6.13,Metabolic factors located in blood,The transformative factor which converts primary circulating nutrient fluid to blood.,raktadhātvagniḥ,रक्तधात्वग्निः,,
ITA-2.6.14,Metabolic factors located in muscle,The transformative factor which converts blood to muscle tissue.,māṃsadhātvagniḥ,मांसधात्वग्निः,,
ITA-2.6.15,Metabolic factors located in fat,The transformative factor which converts muscle tissue to fat.,medodhātvagniḥ,मेदोधात्वग्निः,,
ITA-2.6.16,Metabolic factors located in bone,The transformative factor which converts fat to bone,asthidhātvagnih,अस्थिधात्वग्निः,,
ITA-2.6.17,Metabolic factors located in bone marrow,The transformative factor which converts bone to bone marrow,majjādhātvagnih,मज्जाधात्वग्निः,,
ITA-2.6.18,Metabolic factors located in semen,The transformative factor which converts bone marrow to reproductive fluids and semen.,śukradhātvagniḥ,शुक्रधात्वग्निः,,
ITA-2.6.19,Theory of sequential transformation,A theory to explain the process of nourishment of fundamental structural components: it states that the seven structural components are sequentially transformed from primary circulating nutrient fluid (primary product of digestion) to semen just as milk is transformed into curd and then butter and ghee.,kṣīradadhinyāyah,क्षीरदधिन्यायः,,
ITA-2.6.20,Theory of serial distribution,"A theory to explain the nourishment of fundamental structural components: it states that primary circulating nutrient fluid (primary product of digestion) is supplied to all seven structural components through channels for their nourishment, just as tributary canals subdivide and distribute irrigation water to every part of a paddy field.",kedārīkulyānyāyaḥ,केदारीकुल्यन्यायः,,
ITA-2.6.21,Theory of selective uptake,A theory to explain the process of nourishment of fundamental structural components: it states that each structural component selectively absorbs its specific nutrients just as a pigeon picks grains from a granary according to its need.,khalekapotanyāyaḥ,खलेकपोतन्यायः,,
ITA-2.6.22,Chyle,"The nourishing part of food which forms the primary circulating nutrient fluid (primary product of digestion), under the action of transformative factors in the gastrointestinal tract following digestion.",āhārarasah,आहाररसः,,
ITA-2.6.23,Sweet predominant stage of digestion,During the first and initial stage of digestion in the gastrointestinal tract the ingested food is transformed to a predominantly sweet state. This results in the generation of kapha-dosha.,madhuraavasthāpākaḥ,मधुरावस्थापाकः,,
ITA-2.6.24,Sour predominant stage of digestion,During the second and intermediate stage of digestion in the gastrointestinal tract the ingested food is transformed to a predominantly sour state. This results in the generation of pitta-dosha.,amla avasthāpākaḥ,अम्लावस्थापाकः,,
ITA-2.6.25,Pungent predominant stage of digestion,During the third and final stage of digestion in the gastrointestinal tract the ingested food is transformed to a predominantly pungent state. This results in the generation of vata-dosha.,katuavasthāpākaḥ,कटु-अवस्थापाकः,,
ITA-2.6.26,"Digestion, metabolism, bio- transformation",The function of transformative factor.,pākah,पाकः,,
ITA-2.6.27,Digestive power,The capacity to digest consumed food.,jaranaśaktih,जरणशक्तिः,,
ITA-2.6.28,"Ingestive power, food intake capacity","The capacity to ingest food, the amount of food which does not disturb an individual's physiological functions. It differs from person to person and from time to time, being directly dependent on the individual's digestive fire and psychological status.",abhyavaharaṇa-śaktih,अभ्यवहरणशक्तिः,,
ITA-2.6.29,Three divisions of stomach capacity,"A division of stomach capacity into three parts, i.e.one part for solid items, one part for liquids and one part to be left empty for vata, pitta and kapha.",trividha-kuksih,त्रिविधकुक्षिः,,
ITA-2.6.30,Digestion,The fundamental function of transformative factors in the gastrointestinal tract.,pācanam,पाचनम्,,
ITA-2.6.31,Nutrient part of food,The nutrient component formed during the various processes of biotransformation.,prasādaḥ,प्रसादः,,
ITA-2.6.32,Initial phase of digestion,"The initial phase of digestion which involves the action of transformative factors on food in the gastrointestinal tract, which has three sequential stages resulting in the production of kapha, pitta and vata respectively.",avasthāpākaḥ,अवस्थापाकः,,
ITA-2.6.33,Final phase of digestion,"The final phase of action of transformative factors in the gastrointestinal tract on food, which results in the separation of nutrient part and waste product, and the manifestation of post-digestive transformation).",nisthāpākah,निष्ठापाकः,,
ITA-2.6.34,Internal-external division,An arbitrary division of the body into interior and exterior parts for descriptive purposes.,antarbahirvibhāgah,अन्तर्बहिर्विभागः,,
ITA-2.6.35,Superior-inferior division,An arbitrary division of the body into superior (cranial) and inferior (caudal) parts for descriptive purposes.,uttarādhara-vibhāgah,उत्तराधरविभागः,,
ITA-2.6.36,Anterior-posterior division,An arbitrary division of the body into anterior (ventral) and posterior (dorsal) parts for descriptive purposes.,pūrvapaścima-vibhāgah,पूर्वपश्चिमविभागः,,
ITA-2.6.37,Bowel habit,"Depending on the predominant dosha, the bowel habit of an individual can be classified physiologically as normal bowel, soft bowel or costive bowel. The term koshta also denotes abdomen.",koṣṭhaḥ,कोष्ठः,,
ITA-2.6.38,Normal bowel habit,"A physiological type of bowel habit due to the dominance of either kapha, or all three dosha being in functional balance. The individual with this type of bowel habit passes stools which are neither soft nor costive.",madhyama-kosthah,मध्यमकोष्ठः,,
ITA-2.6.39,Soft bowel habit,A physiological type of bowel habit due to the dominance of pitta. The individual with this type of bowel habit passes soft bowel motions without straining.,mrdukosthah,मृदुकोष्ठः,,
ITA-2.6.40,Costive bowel habit,A physiological type of bowel habit due to the dominance of vata.. The individual with this type of bowel habit either has hard bowel motions or needs to strain at stool.,krūra-kosthaḥ,क्रूरकोष्ठः,,
